cls,path,n_vertices,n_faces,n_triangles
DeskLamp,step2_results\resampled\DeskLamp\D00776_refined_simplified.obj,5120,10058,10058
DeskLamp,step2_results\resampled\DeskLamp\D00797_simplified.obj,9003,17960,17960
DeskLamp,step2_results\resampled\DeskLamp\D00912_refined_simplified.obj,5103,10080,10080
DeskLamp,step2_results\resampled\DeskLamp\m603_refined_simplified.obj,5096,10148,10148
DeskLamp,step2_results\resampled\DeskLamp\m604_refined_simplified.obj,5114,9847,9847
DeskLamp,step2_results\resampled\DeskLamp\m605_refined_simplified.obj,5008,9425,9425
DeskLamp,step2_results\resampled\DeskLamp\m606_refined_simplified.obj,5092,10053,10053
DeskLamp,step2_results\resampled\DeskLamp\m608_refined_simplified.obj,5083,9997,9997
DeskLamp,step2_results\resampled\DeskLamp\m609_refined_simplified.obj,5102,10151,10151
DeskLamp,step2_results\resampled\DeskLamp\m611_refined_simplified.obj,5103,10047,10047
DeskLamp,step2_results\resampled\DeskLamp\m613_refined_simplified.obj,5110,9926,9926
DeskLamp,step2_results\resampled\DeskLamp\m614_refined.obj,5466,10944,10944
DeskLamp,step2_results\resampled\DeskLamp\m615_refined_simplified.obj,5101,10163,10163
DeskLamp,step2_results\resampled\DeskLamp\m616_simplified.obj,9003,17964,17964
DeskPhone,step2_results\resampled\DeskPhone\D00118_simplified.obj,9105,15276,15276
DeskPhone,step2_results\resampled\DeskPhone\D00135_refined_simplified.obj,5114,9603,9603
DeskPhone,step2_results\resampled\DeskPhone\D00154_simplified.obj,9024,17792,17792
DeskPhone,step2_results\resampled\DeskPhone\D00220_refined_simplified.obj,5107,10146,10146
DeskPhone,step2_results\resampled\DeskPhone\D00316_simplified.obj,9029,17708,17708
DeskPhone,step2_results\resampled\DeskPhone\D00318_refined_simplified.obj,5104,10076,10076
DeskPhone,step2_results\resampled\DeskPhone\D00403_simplified.obj,9022,17844,17844
DeskPhone,step2_results\resampled\DeskPhone\D00486_refined_simplified.obj,5109,10134,10134
DeskPhone,step2_results\resampled\DeskPhone\D00511_simplified.obj,9022,17341,17341
DeskPhone,step2_results\resampled\DeskPhone\D00556_refined_simplified.obj,5107,10150,10150
DeskPhone,step2_results\resampled\DeskPhone\D00576_simplified.obj,9000,17746,17746
DeskPhone,step2_results\resampled\DeskPhone\D00680_refined_simplified.obj,5104,9875,9875
DeskPhone,step2_results\resampled\DeskPhone\D00706_simplified.obj,12487,8972,8972
DeskPhone,step2_results\resampled\DeskPhone\D00773_simplified.obj,8987,17410,17410
DeskPhone,step2_results\resampled\DeskPhone\D00829_refined_simplified.obj,5105,10162,10162
DeskPhone,step2_results\resampled\DeskPhone\D00894_refined_simplified.obj,5105,10116,10116
DeskPhone,step2_results\resampled\DeskPhone\D00897_simplified.obj,9020,17822,17822
DeskPhone,step2_results\resampled\DeskPhone\D00899_simplified.obj,9002,17916,17916
DeskPhone,step2_results\resampled\DeskPhone\D00957_simplified.obj,8952,17734,17734
DeskPhone,step2_results\resampled\DeskPhone\D00958_simplified.obj,9074,12558,12558
Door,step2_results\resampled\Door\D01005_kept.obj,6040,11440,11440
Door,step2_results\resampled\Door\D01029_refined_simplified.obj,5099,10173,10173
Door,step2_results\resampled\Door\D01052_refined_simplified.obj,5102,10163,10163
Door,step2_results\resampled\Door\D01058_refined_simplified.obj,5096,9759,9759
Door,step2_results\resampled\Door\D01062_refined_simplified.obj,5109,9930,9930
Door,step2_results\resampled\Door\D01076_refined_simplified.obj,5099,10218,10218
Door,step2_results\resampled\Door\D01104_refined_simplified.obj,5100,10140,10140
Door,step2_results\resampled\Door\D01114_refined.obj,5266,10480,10480
Door,step2_results\resampled\Door\D01121_refined_simplified.obj,5115,10060,10060
Door,step2_results\resampled\Door\D01129_refined_simplified.obj,5132,8947,8947
Door,step2_results\resampled\Door\D01136_refined_simplified.obj,5093,10048,10048
Door,step2_results\resampled\Door\D01139_refined_simplified.obj,5130,9795,9795
Door,step2_results\resampled\Door\D01141_refined_simplified.obj,5099,9515,9515
Door,step2_results\resampled\Door\D01143_refined_simplified.obj,5100,10176,10176
Door,step2_results\resampled\Door\D01144_refined_simplified.obj,5112,9832,9832
Door,step2_results\resampled\Door\D01155_refined_simplified.obj,5121,9748,9748
Door,step2_results\resampled\Door\D01158_refined_simplified.obj,5098,10210,10210
Door,step2_results\resampled\Door\D01167_refined_simplified.obj,5126,9728,9728
Door,step2_results\resampled\Door\D01177_refined_simplified.obj,5088,9878,9878
Door,step2_results\resampled\Door\D01194_refined_simplified.obj,5058,9851,9851
Door,step2_results\resampled\Door\m1707_refined_simplified.obj,5097,10172,10172
Door,step2_results\resampled\Door\m1708_refined_simplified.obj,5086,10043,10043
Door,step2_results\resampled\Door\m1710_refined_simplified.obj,5103,10146,10146
Door,step2_results\resampled\Door\m1711_refined_simplified.obj,5108,9799,9799
Door,step2_results\resampled\Door\m1712_refined_simplified.obj,5099,10218,10218
Door,step2_results\resampled\Door\m1713_kept.obj,6040,11440,11440
Door,step2_results\resampled\Door\m1714_refined_simplified.obj,5095,10126,10126
Door,step2_results\resampled\Door\m1715_refined_simplified.obj,5102,10166,10166
Door,step2_results\resampled\Door\m1716_refined_simplified.obj,5102,9530,9530
Door,step2_results\resampled\Door\m1717_refined_simplified.obj,5101,9759,9759
Door,step2_results\resampled\Door\m1718_refined_simplified.obj,5131,8930,8930
Door,step2_results\resampled\Door\m1720_refined_simplified.obj,5089,10053,10053
Door,step2_results\resampled\Door\m1721_refined_simplified.obj,5098,10210,10210
Door,step2_results\resampled\Door\m1722_refined.obj,5266,10480,10480
Door,step2_results\resampled\Door\m1723_refined_simplified.obj,5112,9930,9930
Door,step2_results\resampled\Door\m1724_refined_simplified.obj,5123,9731,9731
Door,step2_results\resampled\Door\m1725_refined_simplified.obj,5100,10175,10175
Door,step2_results\resampled\Door\m1726_refined_simplified.obj,5119,9748,9748
Door,step2_results\resampled\Door\m1727_refined_simplified.obj,5110,10104,10104
Door,step2_results\resampled\Door\m1728_refined_simplified.obj,5109,9888,9888
Door,step2_results\resampled\Door\m1729_refined_simplified.obj,5106,10104,10104
Door,step2_results\resampled\Door\m1730_refined_simplified.obj,5106,10104,10104
Door,step2_results\resampled\Door\m1731_refined_simplified.obj,5089,10314,10314
Door,step2_results\resampled\Door\m1732_refined_simplified.obj,5107,10102,10102
Drum,step2_results\resampled\Drum\D00026_kept.obj,5506,10641,10641
Drum,step2_results\resampled\Drum\D00063_refined_simplified.obj,5104,10145,10145
Drum,step2_results\resampled\Drum\D00115_refined_simplified.obj,5100,10196,10196
Drum,step2_results\resampled\Drum\D00163_simplified.obj,5988,9267,9267
Drum,step2_results\resampled\Drum\D00189_refined_simplified.obj,5100,10196,10196
Drum,step2_results\resampled\Drum\D00193_refined_simplified.obj,5054,10053,10053
Drum,step2_results\resampled\Drum\D00297_kept.obj,5561,10366,10366
Drum,step2_results\resampled\Drum\D00298_refined_simplified.obj,5107,10134,10134
Drum,step2_results\resampled\Drum\D00308_refined_simplified.obj,5119,9534,9534
Drum,step2_results\resampled\Drum\D00375_refined_simplified.obj,5134,8886,8886
Drum,step2_results\resampled\Drum\D00383_refined_simplified.obj,5093,9869,9869
Drum,step2_results\resampled\Drum\D00404_refined.obj,5264,10416,10416
Drum,step2_results\resampled\Drum\D00551_refined_simplified.obj,5098,10121,10121
Drum,step2_results\resampled\Drum\D00557_refined_simplified.obj,5132,9851,9851
Drum,step2_results\resampled\Drum\D00596_refined_simplified.obj,5098,10003,10003
Drum,step2_results\resampled\Drum\D00709_refined_simplified.obj,5100,10196,10196
Drum,step2_results\resampled\Drum\D00939_kept.obj,5390,10532,10532
Drum,step2_results\resampled\Drum\D00951_simplified.obj,6533,12663,12663
Drum,step2_results\resampled\Drum\D00980_kept.obj,5653,11181,11181
Drum,step2_results\resampled\Drum\D00982_refined_simplified.obj,5082,9994,9994
Fish,step2_results\resampled\Fish\D00012_refined_simplified.obj,5117,8531,8531
Fish,step2_results\resampled\Fish\D00022_refined_simplified.obj,5107,8645,8645
Fish,step2_results\resampled\Fish\D00024_refined_simplified.obj,5105,8710,8710
Fish,step2_results\resampled\Fish\D00030_refined_simplified.obj,5102,8723,8723
Fish,step2_results\resampled\Fish\D00142_refined_simplified.obj,5155,9312,9312
Fish,step2_results\resampled\Fish\D00165_refined_simplified.obj,5113,8634,8634
Fish,step2_results\resampled\Fish\D00251_refined_simplified.obj,5111,8605,8605
Fish,step2_results\resampled\Fish\D00293_refined_simplified.obj,5108,8705,8705
Fish,step2_results\resampled\Fish\D00351_refined_simplified.obj,5105,9145,9145
Fish,step2_results\resampled\Fish\D00398_refined_simplified.obj,5105,8764,8764
Fish,step2_results\resampled\Fish\D00450_refined_simplified.obj,5103,8769,8769
Fish,step2_results\resampled\Fish\D00535_refined_simplified.obj,5107,8766,8766
Fish,step2_results\resampled\Fish\D00633_refined_simplified.obj,5105,8907,8907
Fish,step2_results\resampled\Fish\D00636_refined_simplified.obj,5124,8966,8966
Fish,step2_results\resampled\Fish\D00643_refined_simplified.obj,5108,8667,8667
Fish,step2_results\resampled\Fish\D00682_refined_simplified.obj,5096,8893,8893
Fish,step2_results\resampled\Fish\D00748_kept.obj,5046,8094,8094
Fish,step2_results\resampled\Fish\D00763_refined_simplified.obj,5112,8574,8574
Fish,step2_results\resampled\Fish\D00850_refined_simplified.obj,5132,8617,8617
Fish,step2_results\resampled\Fish\D00950_refined_simplified.obj,5132,8924,8924
FloorLamp,step2_results\resampled\FloorLamp\D00028_refined_simplified.obj,5101,10172,10172
FloorLamp,step2_results\resampled\FloorLamp\D00093_refined_simplified.obj,5087,10216,10216
FloorLamp,step2_results\resampled\FloorLamp\D00186_simplified.obj,6505,12938,12938
FloorLamp,step2_results\resampled\FloorLamp\D00211_kept.obj,5097,9970,9970
FloorLamp,step2_results\resampled\FloorLamp\D00228_refined.obj,5270,10528,10528
FloorLamp,step2_results\resampled\FloorLamp\D00388_refined_simplified.obj,5106,9742,9742
FloorLamp,step2_results\resampled\FloorLamp\D00400_simplified.obj,6506,12865,12865
FloorLamp,step2_results\resampled\FloorLamp\D00408_refined_simplified.obj,5104,9944,9944
FloorLamp,step2_results\resampled\FloorLamp\D00447_refined_simplified.obj,5100,10168,10168
FloorLamp,step2_results\resampled\FloorLamp\D00495_refined_simplified.obj,5102,10108,10108
FloorLamp,step2_results\resampled\FloorLamp\D00563_simplified.obj,8938,17756,17756
FloorLamp,step2_results\resampled\FloorLamp\D00580_simplified.obj,9036,17310,17310
FloorLamp,step2_results\resampled\FloorLamp\D00740_refined_simplified.obj,5100,10184,10184
FloorLamp,step2_results\resampled\FloorLamp\D00856_refined_simplified.obj,5100,10194,10194
FloorLamp,step2_results\resampled\FloorLamp\D00875_simplified.obj,9022,17799,17799
FloorLamp,step2_results\resampled\FloorLamp\D00876_simplified.obj,9000,17992,17992
FloorLamp,step2_results\resampled\FloorLamp\D00888_refined_simplified.obj,5100,10194,10194
FloorLamp,step2_results\resampled\FloorLamp\D00924_simplified.obj,9013,17745,17745
FloorLamp,step2_results\resampled\FloorLamp\D00955_simplified.obj,6503,12967,12967
FloorLamp,step2_results\resampled\FloorLamp\D00981_refined_simplified.obj,5094,9978,9978
FloorLamp,step2_results\resampled\FloorLamp\m617_refined_simplified.obj,5102,10137,10137
FloorLamp,step2_results\resampled\FloorLamp\m618_refined_simplified.obj,5101,10190,10190
FloorLamp,step2_results\resampled\FloorLamp\m619_refined_simplified.obj,5104,10110,10110
FloorLamp,step2_results\resampled\FloorLamp\m620_kept.obj,5584,11058,11058
FloorLamp,step2_results\resampled\FloorLamp\m621_refined_simplified.obj,5099,10120,10120
FloorLamp,step2_results\resampled\FloorLamp\m622_refined_simplified.obj,5111,10112,10112
FloorLamp,step2_results\resampled\FloorLamp\m623_refined_simplified.obj,5104,10148,10148
FloorLamp,step2_results\resampled\FloorLamp\m624_refined_simplified.obj,5100,10184,10184
Glasses,step2_results\resampled\Glasses\D00050_kept.obj,5652,11300,11300
Glasses,step2_results\resampled\Glasses\D00201_kept.obj,6519,12656,12656
Glasses,step2_results\resampled\Glasses\D00225_refined_simplified.obj,5097,10125,10125
Glasses,step2_results\resampled\Glasses\D00432_refined_simplified.obj,5126,9752,9752
Glasses,step2_results\resampled\Glasses\D00475_refined_simplified.obj,5104,10156,10156
Glasses,step2_results\resampled\Glasses\D00507_kept.obj,5652,11300,11300
Glasses,step2_results\resampled\Glasses\D00560_refined_simplified.obj,5102,10080,10080
Glasses,step2_results\resampled\Glasses\D00575_simplified.obj,9002,17844,17844
Glasses,step2_results\resampled\Glasses\D00630_refined_simplified.obj,5107,10128,10128
Glasses,step2_results\resampled\Glasses\D00640_simplified.obj,9004,17870,17870
Glasses,step2_results\resampled\Glasses\D00656_refined_simplified.obj,5089,9359,9359
Glasses,step2_results\resampled\Glasses\D00660_simplified.obj,6502,12923,12923
Glasses,step2_results\resampled\Glasses\D00717_refined_simplified.obj,5101,10154,10154
Glasses,step2_results\resampled\Glasses\D00730_refined_simplified.obj,5100,10188,10188
Glasses,step2_results\resampled\Glasses\D00813_refined_simplified.obj,5101,10147,10147
Glasses,step2_results\resampled\Glasses\D00816_simplified.obj,9008,17932,17932
Glasses,step2_results\resampled\Glasses\D00877_refined_simplified.obj,5113,9856,9856
Glasses,step2_results\resampled\Glasses\D00883_refined_simplified.obj,5108,10102,10102
Glasses,step2_results\resampled\Glasses\D00937_refined_simplified.obj,5100,10196,10196
Glasses,step2_results\resampled\Glasses\D00994_refined_simplified.obj,5107,10122,10122
Guitar,step2_results\resampled\Guitar\D00023_refined_simplified.obj,5123,9951,9951
Guitar,step2_results\resampled\Guitar\D00041_simplified.obj,9038,16622,16622
Guitar,step2_results\resampled\Guitar\D00076_simplified.obj,6509,11031,11031
Guitar,step2_results\resampled\Guitar\D00097_refined_simplified.obj,5107,10122,10122
Guitar,step2_results\resampled\Guitar\D00124_refined_simplified.obj,5126,9723,9723
Guitar,step2_results\resampled\Guitar\D00222_refined_simplified.obj,5150,10097,10097
Guitar,step2_results\resampled\Guitar\D00232_kept.obj,6143,11543,11543
Guitar,step2_results\resampled\Guitar\D00335_simplified.obj,9020,17597,17597
Guitar,step2_results\resampled\Guitar\D00374_refined.obj,5482,10220,10220
Guitar,step2_results\resampled\Guitar\D00414_refined_simplified.obj,5143,9118,9118
Guitar,step2_results\resampled\Guitar\D00416_refined_simplified.obj,5123,9830,9830
Guitar,step2_results\resampled\Guitar\D00461_simplified.obj,6542,12742,12742
Guitar,step2_results\resampled\Guitar\D00464_refined_simplified.obj,5140,9864,9864
Guitar,step2_results\resampled\Guitar\D00494_simplified.obj,9050,16778,16778
Guitar,step2_results\resampled\Guitar\D00534_refined_simplified.obj,5104,9985,9985
Guitar,step2_results\resampled\Guitar\D00549_simplified.obj,9027,17610,17610
Guitar,step2_results\resampled\Guitar\D00645_refined_simplified.obj,5129,9979,9979
Guitar,step2_results\resampled\Guitar\D00655_kept.obj,5530,10792,10792
Guitar,step2_results\resampled\Guitar\D00844_simplified.obj,6479,11687,11687
Guitar,step2_results\resampled\Guitar\D00849_simplified.obj,9040,16927,16927
Gun,step2_results\resampled\Gun\D00103_refined_simplified.obj,5101,10165,10165
Gun,step2_results\resampled\Gun\D00137_kept.obj,5308,10332,10332
Gun,step2_results\resampled\Gun\D00140_refined_simplified.obj,5108,10014,10014
Gun,step2_results\resampled\Gun\D00153_refined_simplified.obj,5101,10178,10178
Gun,step2_results\resampled\Gun\D00161_refined_simplified.obj,5101,10170,10170
Gun,step2_results\resampled\Gun\D00204_refined_simplified.obj,5138,9434,9434
Gun,step2_results\resampled\Gun\D00207_simplified.obj,9003,17624,17624
Gun,step2_results\resampled\Gun\D00209_refined_simplified.obj,5102,10130,10130
Gun,step2_results\resampled\Gun\D00239_refined_simplified.obj,5099,10182,10182
Gun,step2_results\resampled\Gun\D00244_refined_simplified.obj,5101,10174,10174
Gun,step2_results\resampled\Gun\D00282_refined_simplified.obj,5108,10126,10126
Gun,step2_results\resampled\Gun\D00368_refined_simplified.obj,5102,10172,10172
Gun,step2_results\resampled\Gun\D00425_simplified.obj,8983,17536,17536
Gun,step2_results\resampled\Gun\D00477_refined_simplified.obj,5102,9747,9747
Gun,step2_results\resampled\Gun\D00606_refined_simplified.obj,5099,10186,10186
Gun,step2_results\resampled\Gun\D00802_refined_simplified.obj,5101,10166,10166
Gun,step2_results\resampled\Gun\D00819_simplified.obj,9009,17730,17730
Gun,step2_results\resampled\Gun\D00826_simplified.obj,9017,17887,17887
Gun,step2_results\resampled\Gun\D00929_refined_simplified.obj,5107,10138,10138
Gun,step2_results\resampled\Gun\D00972_simplified.obj,9025,17904,17904
Gun,step2_results\resampled\Gun\m648_refined_simplified.obj,5104,10160,10160
Gun,step2_results\resampled\Gun\m649_refined_simplified.obj,5150,9452,9452
Gun,step2_results\resampled\Gun\m650_refined.obj,5357,9784,9784
Gun,step2_results\resampled\Gun\m651_refined_simplified.obj,5108,9916,9916
Gun,step2_results\resampled\Gun\m652_refined_simplified.obj,5106,8280,8280
Gun,step2_results\resampled\Gun\m653_refined_simplified.obj,5102,10180,10180
Gun,step2_results\resampled\Gun\m654_refined_simplified.obj,5100,10160,10160
Gun,step2_results\resampled\Gun\m655_refined_simplified.obj,5101,10168,10168
Gun,step2_results\resampled\Gun\m656_simplified.obj,9003,17916,17916
Gun,step2_results\resampled\Gun\m657_simplified.obj,9002,17958,17958
Gun,step2_results\resampled\Gun\m658_refined_simplified.obj,5101,10174,10174
Gun,step2_results\resampled\Gun\m659_refined_simplified.obj,5101,10114,10114
Gun,step2_results\resampled\Gun\m660_refined_simplified.obj,5075,7160,7160
Gun,step2_results\resampled\Gun\m661_refined.obj,5434,10688,10688
Gun,step2_results\resampled\Gun\m662_refined_simplified.obj,5110,10067,10067
Gun,step2_results\resampled\Gun\m663_refined_simplified.obj,5101,10100,10100
Gun,step2_results\resampled\Gun\m664_refined_simplified.obj,5102,10172,10172
Gun,step2_results\resampled\Gun\m665_refined_simplified.obj,5106,9830,9830
Gun,step2_results\resampled\Gun\m666_simplified.obj,8998,18031,18031
Gun,step2_results\resampled\Gun\m667_refined_simplified.obj,5160,10096,10096
Gun,step2_results\resampled\Gun\m668_refined.obj,5317,10136,10136
Gun,step2_results\resampled\Gun\m669_refined_simplified.obj,5124,9633,9633
Gun,step2_results\resampled\Gun\m670_refined_simplified.obj,5101,10170,10170
Gun,step2_results\resampled\Gun\m671_refined_simplified.obj,5106,10119,10119
Gun,step2_results\resampled\Gun\m672_refined_simplified.obj,5102,10176,10176
Gun,step2_results\resampled\Gun\m674_simplified.obj,6495,12793,12793
Gun,step2_results\resampled\Gun\m675_refined.obj,5580,10240,10240
Gun,step2_results\resampled\Gun\m676_refined_simplified.obj,5104,10059,10059
Gun,step2_results\resampled\Gun\m677_refined_simplified.obj,5102,10159,10159
Gun,step2_results\resampled\Gun\m678_refined_simplified.obj,5110,9736,9736
Gun,step2_results\resampled\Gun\m679_refined_simplified.obj,5116,9726,9726
Gun,step2_results\resampled\Gun\m680_refined_simplified.obj,5109,10020,10020
Gun,step2_results\resampled\Gun\m681_refined_simplified.obj,5101,10036,10036
Gun,step2_results\resampled\Gun\m682_refined_simplified.obj,5105,9864,9864
Gun,step2_results\resampled\Gun\m683_refined_simplified.obj,5100,10066,10066
Gun,step2_results\resampled\Gun\m684_simplified.obj,9011,17926,17926
Gun,step2_results\resampled\Gun\m685_refined_simplified.obj,5098,10169,10169
Gun,step2_results\resampled\Gun\m686_refined_simplified.obj,5130,9628,9628
Hand,step2_results\resampled\Hand\D01006_simplified.obj,6500,12995,12995
Hand,step2_results\resampled\Hand\D01020_simplified.obj,6500,12996,12996
Hand,step2_results\resampled\Hand\D01022_refined_simplified.obj,5097,10040,10040
Hand,step2_results\resampled\Hand\D01024_refined_simplified.obj,5102,10180,10180
Hand,step2_results\resampled\Hand\D01041_refined_simplified.obj,5105,9861,9861
Hand,step2_results\resampled\Hand\D01060_refined_simplified.obj,5108,9856,9856
Hand,step2_results\resampled\Hand\D01074_refined_simplified.obj,5097,10189,10189
Hand,step2_results\resampled\Hand\D01093_simplified.obj,6500,12996,12996
Hand,step2_results\resampled\Hand\D01097_kept.obj,6191,12378,12378
Hand,step2_results\resampled\Hand\D01106_refined_simplified.obj,5104,10163,10163
Hand,step2_results\resampled\Hand\D01117_kept.obj,6038,12072,12072
Hand,step2_results\resampled\Hand\D01118_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\D01153_simplified.obj,9000,17996,17996
Hand,step2_results\resampled\Hand\D01162_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\D01170_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\D01172_simplified.obj,9013,17716,17716
Hand,step2_results\resampled\Hand\D01193_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\D01197_simplified.obj,6500,12996,12996
Hand,step2_results\resampled\Hand\D01198_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\D01200_simplified.obj,6500,12996,12996
Hand,step2_results\resampled\Hand\m323_simplified.obj,9013,17716,17716
Hand,step2_results\resampled\Hand\m324_simplified.obj,9000,17996,17996
Hand,step2_results\resampled\Hand\m325_refined_simplified.obj,5110,9861,9861
Hand,step2_results\resampled\Hand\m326_refined_simplified.obj,5106,9855,9855
Hand,step2_results\resampled\Hand\m327_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\m328_kept.obj,6038,12072,12072
Hand,step2_results\resampled\Hand\m329_kept.obj,6191,12378,12378
Hand,step2_results\resampled\Hand\m330_refined_simplified.obj,5099,10048,10048
Hand,step2_results\resampled\Hand\m331_refined_simplified.obj,5097,10189,10189
Hand,step2_results\resampled\Hand\m332_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\m333_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\m334_refined_simplified.obj,5102,10180,10180
Hand,step2_results\resampled\Hand\m335_simplified.obj,6500,12995,12995
Hand,step2_results\resampled\Hand\m336_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\m337_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\m338_refined_simplified.obj,5100,10196,10196
Hand,step2_results\resampled\Hand\m339_refined_simplified.obj,5102,10159,10159
Hat,step2_results\resampled\Hat\m1627_refined_simplified.obj,5102,10184,10184
Hat,step2_results\resampled\Hat\m1628_refined_simplified.obj,5122,9201,9201
Hat,step2_results\resampled\Hat\m1629_refined_simplified.obj,5114,9276,9276
Hat,step2_results\resampled\Hat\m1630_refined_simplified.obj,5100,10196,10196
Hat,step2_results\resampled\Hat\m1631_refined_simplified.obj,5138,8983,8983
Hat,step2_results\resampled\Hat\m1632_refined_simplified.obj,5099,10182,10182
Hat,step2_results\resampled\Hat\m1633_refined.obj,5441,10612,10612
Hat,step2_results\resampled\Hat\m1634_kept.obj,5814,11562,11562
Hat,step2_results\resampled\Hat\m1635_kept.obj,5071,10165,10165
Hat,step2_results\resampled\Hat\m1636_refined_simplified.obj,5100,10196,10196
Hat,step2_results\resampled\Hat\m1637_refined_simplified.obj,5100,10196,10196
Hat,step2_results\resampled\Hat\m1638_simplified.obj,6499,13021,13021
Hat,step2_results\resampled\Hat\m1639_refined_simplified.obj,5101,10128,10128
Hat,step2_results\resampled\Hat\m1640_refined_simplified.obj,5100,10196,10196
Hat,step2_results\resampled\Hat\m1641_refined_simplified.obj,5101,10190,10190
Helicopter,step2_results\resampled\Helicopter\D00038_simplified.obj,9036,16470,16470
Helicopter,step2_results\resampled\Helicopter\D00191_refined_simplified.obj,5113,9545,9545
Helicopter,step2_results\resampled\Helicopter\D00361_simplified.obj,9013,16351,16351
Helicopter,step2_results\resampled\Helicopter\D00397_kept.obj,5207,7969,7969
Helicopter,step2_results\resampled\Helicopter\D00423_refined.obj,5364,10672,10672
Helicopter,step2_results\resampled\Helicopter\D00470_refined_simplified.obj,5099,10083,10083
Helicopter,step2_results\resampled\Helicopter\D00471_simplified.obj,9001,16688,16688
Helicopter,step2_results\resampled\Helicopter\D00473_refined_simplified.obj,5130,9073,9073
Helicopter,step2_results\resampled\Helicopter\D00498_refined_simplified.obj,5083,9182,9182
Helicopter,step2_results\resampled\Helicopter\D00500_simplified.obj,6519,11925,11925
Helicopter,step2_results\resampled\Helicopter\D00502_refined_simplified.obj,5128,9824,9824
Helicopter,step2_results\resampled\Helicopter\D00644_simplified.obj,8999,18007,18007
Helicopter,step2_results\resampled\Helicopter\D00658_refined_simplified.obj,5148,9049,9049
Helicopter,step2_results\resampled\Helicopter\D00751_simplified.obj,9012,17279,17279
Helicopter,step2_results\resampled\Helicopter\D00796_refined_simplified.obj,5102,9812,9812
Helicopter,step2_results\resampled\Helicopter\D00820_refined_simplified.obj,5126,8280,8280
Helicopter,step2_results\resampled\Helicopter\D00868_refined_simplified.obj,5114,9979,9979
Helicopter,step2_results\resampled\Helicopter\D00977_kept.obj,5429,8458,8458
Helicopter,step2_results\resampled\Helicopter\D00986_refined_simplified.obj,5100,9865,9865
Helicopter,step2_results\resampled\Helicopter\D00991_refined_simplified.obj,5111,9344,9344
Helicopter,step2_results\resampled\Helicopter\m1302_refined_simplified.obj,5108,9577,9577
Helicopter,step2_results\resampled\Helicopter\m1304_refined_simplified.obj,5100,10156,10156
Helicopter,step2_results\resampled\Helicopter\m1305_simplified.obj,6498,12956,12956
Helicopter,step2_results\resampled\Helicopter\m1306_simplified.obj,6503,12870,12870
Helicopter,step2_results\resampled\Helicopter\m1307_simplified.obj,9008,17736,17736
Helicopter,step2_results\resampled\Helicopter\m1308_simplified.obj,8999,17948,17948
Helicopter,step2_results\resampled\Helicopter\m1309_refined_simplified.obj,5124,9189,9189
Helicopter,step2_results\resampled\Helicopter\m1310_refined.obj,5364,10664,10664
Helicopter,step2_results\resampled\Helicopter\m1311_refined_simplified.obj,5100,10196,10196
Helicopter,step2_results\resampled\Helicopter\m1312_refined_simplified.obj,5102,9810,9810
Helicopter,step2_results\resampled\Helicopter\m1313_refined_simplified.obj,5134,9765,9765
Helicopter,step2_results\resampled\Helicopter\m1314_refined_simplified.obj,5126,9664,9664
Helicopter,step2_results\resampled\Helicopter\m1315_refined_simplified.obj,5116,9572,9572
Helicopter,step2_results\resampled\Helicopter\m1316_refined.obj,5580,10464,10464
Helicopter,step2_results\resampled\Helicopter\m1317_refined_simplified.obj,5110,9762,9762
Helicopter,step2_results\resampled\Helicopter\m1318_refined_simplified.obj,5113,9646,9646
Helicopter,step2_results\resampled\Helicopter\m1319_refined_simplified.obj,5120,9743,9743
Helicopter,step2_results\resampled\Helicopter\m1320_simplified.obj,6556,12070,12070
Helicopter,step2_results\resampled\Helicopter\m1321_refined_simplified.obj,5124,9843,9843
Helicopter,step2_results\resampled\Helicopter\m1322_refined_simplified.obj,5104,10128,10128
Helicopter,step2_results\resampled\Helicopter\m1323_kept.obj,5729,10160,10160
Helicopter,step2_results\resampled\Helicopter\m1325_refined.obj,5423,9368,9368
Helicopter,step2_results\resampled\Helicopter\m1326_refined.obj,5297,8940,8940
Helicopter,step2_results\resampled\Helicopter\m1327_simplified.obj,6531,12416,12416
Helicopter,step2_results\resampled\Helicopter\m1328_refined_simplified.obj,5099,10210,10210
Helicopter,step2_results\resampled\Helicopter\m1329_refined_simplified.obj,5103,10071,10071
Helicopter,step2_results\resampled\Helicopter\m1330_refined_simplified.obj,5102,10072,10072
Helicopter,step2_results\resampled\Helicopter\m1332_refined_simplified.obj,5092,10075,10075
Helicopter,step2_results\resampled\Helicopter\m1333_refined_simplified.obj,5096,10054,10054
Helicopter,step2_results\resampled\Helicopter\m1334_refined_simplified.obj,5140,10164,10164
