cls,path,n_vertices,n_faces,n_triangles
ClassicPiano,data\ClassicPiano\D00254.obj,1335,2422,2422
ClassicPiano,data\ClassicPiano\D00279.obj,7253,13777,13777
ClassicPiano,data\ClassicPiano\D00305.obj,1710,3301,3301
ClassicPiano,data\ClassicPiano\D00314.obj,6800,10292,10292
ClassicPiano,data\ClassicPiano\D00561.obj,1826,2978,2978
ClassicPiano,data\ClassicPiano\D00579.obj,2369,3966,3966
ClassicPiano,data\ClassicPiano\D00605.obj,8121,15106,15106
ClassicPiano,data\ClassicPiano\D00784.obj,5131,9439,9439
ClassicPiano,data\ClassicPiano\D00789.obj,3135,4964,4964
ClassicPiano,data\ClassicPiano\D00811.obj,615,1148,1148
ClassicPiano,data\ClassicPiano\D00845.obj,750,1094,1094
ClassicPiano,data\ClassicPiano\D00967.obj,1420,2678,2678
ClassicPiano,data\ClassicPiano\D00983.obj,204,309,309
Computer,data\Computer\D01002.obj,2591,5109,5109
Computer,data\Computer\D01023.obj,11463,20737,20737
Computer,data\Computer\D01026.obj,396,760,760
Computer,data\Computer\D01028.obj,2503,4139,4139
Computer,data\Computer\D01033.obj,2986,5666,5666
Computer,data\Computer\D01037.obj,135,234,234
Computer,data\Computer\D01067.obj,5026,9528,9528
Computer,data\Computer\D01070.obj,3935,7734,7734
Computer,data\Computer\D01071.obj,29,43,43
Computer,data\Computer\D01072.obj,325,618,618
Computer,data\Computer\D01073.obj,4638,8990,8990
Computer,data\Computer\D01082.obj,4269,6016,6016
Computer,data\Computer\D01085.obj,46,76,76
Computer,data\Computer\D01098.obj,668,1092,1092
Computer,data\Computer\D01100.obj,2986,5666,5666
Computer,data\Computer\D01102.obj,28,30,30
Computer,data\Computer\D01115.obj,6515,11201,11201
Computer,data\Computer\D01128.obj,17298,34076,34076
Computer,data\Computer\D01164.obj,2673,5022,5022
Computer,data\Computer\D01185.obj,270,456,456
Computer,data\Computer\m1764.obj,668,1092,1092
Computer,data\Computer\m1765.obj,28,30,30
Computer,data\Computer\m1766.obj,29,43,43
Computer,data\Computer\m1767.obj,2591,5109,5109
Computer,data\Computer\m1769.obj,46,76,76
Computer,data\Computer\m1770.obj,2986,5666,5666
Computer,data\Computer\m1772.obj,17298,34076,34076
Computer,data\Computer\m1773.obj,2503,4139,4139
Computer,data\Computer\m1774.obj,284,524,524
Computer,data\Computer\m1775.obj,396,760,760
Computer,data\Computer\m1776.obj,270,456,456
Computer,data\Computer\m1777.obj,325,618,618
Computer,data\Computer\m1778.obj,5026,9528,9528
ComputerKeyboard,data\ComputerKeyboard\D00116.obj,805,1363,1363
ComputerKeyboard,data\ComputerKeyboard\D00127.obj,701,1114,1114
ComputerKeyboard,data\ComputerKeyboard\D00197.obj,6384,12756,12756
ComputerKeyboard,data\ComputerKeyboard\D00278.obj,1043,1698,1698
ComputerKeyboard,data\ComputerKeyboard\D00360.obj,6193,11942,11942
ComputerKeyboard,data\ComputerKeyboard\D00382.obj,8341,13582,13582
ComputerKeyboard,data\ComputerKeyboard\D00420.obj,7131,13914,13914
ComputerKeyboard,data\ComputerKeyboard\D00493.obj,1300,2499,2499
ComputerKeyboard,data\ComputerKeyboard\D00525.obj,8309,8680,8680
ComputerKeyboard,data\ComputerKeyboard\D00569.obj,348,681,681
ComputerKeyboard,data\ComputerKeyboard\D00597.obj,8454,16594,16594
ComputerKeyboard,data\ComputerKeyboard\D00600.obj,1837,2982,2982
ComputerKeyboard,data\ComputerKeyboard\D00627.obj,6564,12702,12702
ComputerKeyboard,data\ComputerKeyboard\D00654.obj,1179,2292,2292
ComputerKeyboard,data\ComputerKeyboard\D00673.obj,796,1332,1332
ComputerKeyboard,data\ComputerKeyboard\D00676.obj,7956,12774,12774
ComputerKeyboard,data\ComputerKeyboard\D00692.obj,4176,7597,7597
ComputerKeyboard,data\ComputerKeyboard\D00805.obj,6954,13443,13443
ComputerKeyboard,data\ComputerKeyboard\D00905.obj,1282,2559,2559
ComputerKeyboard,data\ComputerKeyboard\D00990.obj,1646,3030,3030
Cup,data\Cup\D00035.obj,235,441,441
Cup,data\Cup\D00067.obj,353,702,702
Cup,data\Cup\D00174.obj,12252,24500,24500
Cup,data\Cup\D00206.obj,1906,3770,3770
Cup,data\Cup\D00214.obj,395,786,786
Cup,data\Cup\D00270.obj,2490,4918,4918
Cup,data\Cup\D00328.obj,2570,5136,5136
Cup,data\Cup\D00355.obj,7114,14224,14224
Cup,data\Cup\D00363.obj,3426,6848,6848
Cup,data\Cup\D00457.obj,10801,21598,21598
Cup,data\Cup\D00463.obj,4710,9420,9420
Cup,data\Cup\D00519.obj,456,888,888
Cup,data\Cup\D00550.obj,12529,24928,24928
Cup,data\Cup\D00587.obj,7102,14200,14200
Cup,data\Cup\D00638.obj,6786,13568,13568
Cup,data\Cup\D00642.obj,1539,3036,3036
Cup,data\Cup\D00738.obj,10318,20331,20331
Cup,data\Cup\D00843.obj,8388,16768,16768
Cup,data\Cup\D00874.obj,1895,3748,3748
Cup,data\Cup\D00882.obj,1553,3102,3102
Cup,data\Cup\m494.obj,770,1536,1536
Cup,data\Cup\m495.obj,1401,2750,2750
Cup,data\Cup\m496.obj,500,998,998
Cup,data\Cup\m497.obj,3008,5888,5888
Cup,data\Cup\m498.obj,380,720,720
Cup,data\Cup\m499.obj,339,612,612
Cup,data\Cup\m500.obj,71,138,138
Cup,data\Cup\m501.obj,1072,2000,2000
Cup,data\Cup\m502.obj,752,1500,1500
Cup,data\Cup\m526.obj,120,226,226
DeskLamp,data\DeskLamp\D00048.obj,3533,6976,6976
DeskLamp,data\DeskLamp\D00090.obj,5696,11216,11216
DeskLamp,data\DeskLamp\D00147.obj,438,836,836
DeskLamp,data\DeskLamp\D00257.obj,2208,4366,4366
DeskLamp,data\DeskLamp\D00268.obj,1868,3672,3672
DeskLamp,data\DeskLamp\D00330.obj,9502,18519,18519
DeskLamp,data\DeskLamp\D00378.obj,69,113,113
DeskLamp,data\DeskLamp\D00435.obj,2252,4476,4476
DeskLamp,data\DeskLamp\D00455.obj,7504,14942,14942
DeskLamp,data\DeskLamp\D00531.obj,2300,4546,4546
DeskLamp,data\DeskLamp\D00547.obj,22837,45584,45584
DeskLamp,data\DeskLamp\D00686.obj,3504,6901,6901
DeskLamp,data\DeskLamp\D00693.obj,655,1224,1224
DeskLamp,data\DeskLamp\D00698.obj,398,718,718
DeskLamp,data\DeskLamp\D00715.obj,1964,3916,3916
DeskLamp,data\DeskLamp\D00744.obj,21616,38066,38066
DeskLamp,data\DeskLamp\D00759.obj,5891,11732,11732
DeskLamp,data\DeskLamp\D00776.obj,961,1914,1914
DeskLamp,data\DeskLamp\D00797.obj,14108,28170,28170
DeskLamp,data\DeskLamp\D00912.obj,4353,8586,8586
DeskLamp,data\DeskLamp\m603.obj,166,316,316
DeskLamp,data\DeskLamp\m604.obj,1316,2328,2328
DeskLamp,data\DeskLamp\m605.obj,531,981,981
DeskLamp,data\DeskLamp\m606.obj,87,142,142
DeskLamp,data\DeskLamp\m608.obj,699,1314,1314
DeskLamp,data\DeskLamp\m609.obj,1137,2229,2229
DeskLamp,data\DeskLamp\m611.obj,87,116,116
DeskLamp,data\DeskLamp\m613.obj,136,200,200
DeskLamp,data\DeskLamp\m614.obj,336,684,684
DeskLamp,data\DeskLamp\m615.obj,2685,5337,5337
DeskLamp,data\DeskLamp\m616.obj,14091,28138,28138
DeskPhone,data\DeskPhone\D00118.obj,12443,21950,21950
DeskPhone,data\DeskPhone\D00135.obj,531,848,848
DeskPhone,data\DeskPhone\D00154.obj,11605,22944,22944
DeskPhone,data\DeskPhone\D00220.obj,3924,7780,7780
DeskPhone,data\DeskPhone\D00316.obj,48061,94497,94497
DeskPhone,data\DeskPhone\D00318.obj,4313,8494,8494
DeskPhone,data\DeskPhone\D00403.obj,27338,54476,54476
DeskPhone,data\DeskPhone\D00486.obj,1699,3314,3314
DeskPhone,data\DeskPhone\D00511.obj,31349,60638,60638
DeskPhone,data\DeskPhone\D00556.obj,586,1108,1108
DeskPhone,data\DeskPhone\D00576.obj,12963,25615,25615
DeskPhone,data\DeskPhone\D00680.obj,814,1506,1506
DeskPhone,data\DeskPhone\D00706.obj,43899,51596,51596
DeskPhone,data\DeskPhone\D00773.obj,22803,42608,42608
DeskPhone,data\DeskPhone\D00829.obj,3870,7692,7692
DeskPhone,data\DeskPhone\D00894.obj,880,1678,1678
DeskPhone,data\DeskPhone\D00897.obj,27047,53855,53855
DeskPhone,data\DeskPhone\D00899.obj,39869,79650,79650
DeskPhone,data\DeskPhone\D00957.obj,14352,28011,28011
DeskPhone,data\DeskPhone\D00958.obj,11731,16369,16369
Door,data\Door\D01005.obj,6040,11440,11440
Door,data\Door\D01029.obj,456,894,894
Door,data\Door\D01052.obj,676,1314,1314
Door,data\Door\D01058.obj,858,1597,1597
Door,data\Door\D01062.obj,128,179,179
Door,data\Door\D01076.obj,1724,3468,3468
Door,data\Door\D01104.obj,871,1706,1706
Door,data\Door\D01114.obj,1336,2620,2620
Door,data\Door\D01121.obj,16,16,16
Door,data\Door\D01129.obj,2691,4334,4334
Door,data\Door\D01136.obj,716,1328,1328
Door,data\Door\D01139.obj,31,29,29
Door,data\Door\D01141.obj,2447,4409,4409
Door,data\Door\D01143.obj,48,72,72
Door,data\Door\D01144.obj,68,98,98
Door,data\Door\D01155.obj,128,183,183
Door,data\Door\D01158.obj,716,1446,1446
Door,data\Door\D01167.obj,124,173,173
Door,data\Door\D01177.obj,88,98,98
Door,data\Door\D01194.obj,18,17,17
Door,data\Door\m1707.obj,456,894,894
Door,data\Door\m1708.obj,16,16,16
Door,data\Door\m1710.obj,522,986,986
Door,data\Door\m1711.obj,68,98,98
Door,data\Door\m1712.obj,1724,3468,3468
Door,data\Door\m1713.obj,6040,11440,11440
Door,data\Door\m1714.obj,861,1691,1691
Door,data\Door\m1715.obj,676,1314,1314
Door,data\Door\m1716.obj,2447,4409,4409
Door,data\Door\m1717.obj,858,1597,1597
Door,data\Door\m1718.obj,2691,4334,4334
Door,data\Door\m1720.obj,716,1328,1328
Door,data\Door\m1721.obj,716,1446,1446
Door,data\Door\m1722.obj,1336,2620,2620
Door,data\Door\m1723.obj,128,179,179
Door,data\Door\m1724.obj,124,173,173
Door,data\Door\m1725.obj,3198,6371,6371
Door,data\Door\m1726.obj,128,183,183
Door,data\Door\m1727.obj,3724,7332,7332
Door,data\Door\m1728.obj,2018,3790,3790
Door,data\Door\m1729.obj,336,564,564
Door,data\Door\m1730.obj,336,564,564
Door,data\Door\m1731.obj,1974,4084,4084
Door,data\Door\m1732.obj,300,572,572
Drum,data\Drum\D00026.obj,5506,10641,10641
Drum,data\Drum\D00063.obj,1200,2392,2392
Drum,data\Drum\D00115.obj,36,68,68
Drum,data\Drum\D00163.obj,8313,11852,11852
Drum,data\Drum\D00189.obj,651,1298,1298
Drum,data\Drum\D00193.obj,1800,3598,3598
Drum,data\Drum\D00297.obj,5561,10366,10366
Drum,data\Drum\D00298.obj,1609,3138,3138
Drum,data\Drum\D00308.obj,168,307,307
Drum,data\Drum\D00375.obj,4790,8276,8276
Drum,data\Drum\D00383.obj,192,383,383
Drum,data\Drum\D00404.obj,1296,2604,2604
Drum,data\Drum\D00551.obj,240,480,480
Drum,data\Drum\D00557.obj,444,784,784
Drum,data\Drum\D00596.obj,169,332,332
Drum,data\Drum\D00709.obj,24,44,44
Drum,data\Drum\D00939.obj,5390,10532,10532
Drum,data\Drum\D00951.obj,7993,15574,15574
Drum,data\Drum\D00980.obj,5653,11181,11181
Drum,data\Drum\D00982.obj,1808,3468,3468
Fish,data\Fish\D00012.obj,4230,6962,6962
Fish,data\Fish\D00022.obj,3912,6520,6520
Fish,data\Fish\D00024.obj,3952,6668,6668
Fish,data\Fish\D00030.obj,3760,6300,6300
Fish,data\Fish\D00142.obj,3048,5286,5286
Fish,data\Fish\D00165.obj,4264,7126,7126
Fish,data\Fish\D00251.obj,4006,6624,6624
Fish,data\Fish\D00293.obj,4062,6834,6834
Fish,data\Fish\D00351.obj,3206,5535,5535
Fish,data\Fish\D00398.obj,3810,6408,6408
Fish,data\Fish\D00450.obj,3774,6344,6344
Fish,data\Fish\D00535.obj,3934,6648,6648
Fish,data\Fish\D00633.obj,3712,6330,6330
Fish,data\Fish\D00636.obj,3374,5704,5704
Fish,data\Fish\D00643.obj,3928,6522,6522
Fish,data\Fish\D00682.obj,3898,6656,6656
Fish,data\Fish\D00748.obj,5046,8094,8094
Fish,data\Fish\D00763.obj,4122,6820,6820
Fish,data\Fish\D00850.obj,4380,7312,7312
Fish,data\Fish\D00950.obj,3427,5798,5798
FloorLamp,data\FloorLamp\D00028.obj,701,1376,1376
FloorLamp,data\FloorLamp\D00093.obj,3661,7367,7367
FloorLamp,data\FloorLamp\D00186.obj,7694,15316,15316
FloorLamp,data\FloorLamp\D00211.obj,5097,9970,9970
FloorLamp,data\FloorLamp\D00228.obj,1322,2632,2632
FloorLamp,data\FloorLamp\D00388.obj,3767,7212,7212
FloorLamp,data\FloorLamp\D00400.obj,9578,18962,18962
FloorLamp,data\FloorLamp\D00408.obj,3435,6667,6667
FloorLamp,data\FloorLamp\D00447.obj,4185,8344,8344
FloorLamp,data\FloorLamp\D00495.obj,4282,8487,8487
FloorLamp,data\FloorLamp\D00563.obj,11136,21972,21972
FloorLamp,data\FloorLamp\D00580.obj,23655,46274,46274
FloorLamp,data\FloorLamp\D00740.obj,1128,2240,2240
FloorLamp,data\FloorLamp\D00856.obj,3339,6672,6672
FloorLamp,data\FloorLamp\D00875.obj,15152,30052,30052
FloorLamp,data\FloorLamp\D00876.obj,14464,28920,28920
FloorLamp,data\FloorLamp\D00888.obj,1819,3632,3632
FloorLamp,data\FloorLamp\D00924.obj,17582,34872,34872
FloorLamp,data\FloorLamp\D00955.obj,8300,16560,16560
FloorLamp,data\FloorLamp\D00981.obj,440,804,804
FloorLamp,data\FloorLamp\m617.obj,4440,8816,8816
FloorLamp,data\FloorLamp\m618.obj,1622,3232,3232
FloorLamp,data\FloorLamp\m619.obj,361,696,696
FloorLamp,data\FloorLamp\m620.obj,5584,11058,11058
FloorLamp,data\FloorLamp\m621.obj,778,1522,1522
FloorLamp,data\FloorLamp\m622.obj,54,88,88
FloorLamp,data\FloorLamp\m623.obj,63,120,120
FloorLamp,data\FloorLamp\m624.obj,46,76,76
Glasses,data\Glasses\D00050.obj,5652,11300,11300
Glasses,data\Glasses\D00201.obj,6519,12656,12656
Glasses,data\Glasses\D00225.obj,1524,3000,3000
Glasses,data\Glasses\D00432.obj,408,692,692
Glasses,data\Glasses\D00475.obj,1566,3092,3092
Glasses,data\Glasses\D00507.obj,5652,11300,11300
Glasses,data\Glasses\D00560.obj,4230,8368,8368
Glasses,data\Glasses\D00575.obj,16468,32776,32776
Glasses,data\Glasses\D00630.obj,3019,5960,5960
Glasses,data\Glasses\D00640.obj,12793,25448,25448
Glasses,data\Glasses\D00656.obj,220,367,367
Glasses,data\Glasses\D00660.obj,9290,18499,18499
Glasses,data\Glasses\D00717.obj,1826,3604,3604
Glasses,data\Glasses\D00730.obj,3174,6336,6336
Glasses,data\Glasses\D00813.obj,696,1364,1364
Glasses,data\Glasses\D00816.obj,15152,30220,30220
Glasses,data\Glasses\D00877.obj,2711,5142,5142
Glasses,data\Glasses\D00883.obj,2804,5504,5504
Glasses,data\Glasses\D00937.obj,140,276,276
Glasses,data\Glasses\D00994.obj,2198,4306,4306
Guitar,data\Guitar\D00023.obj,3655,7015,7015
Guitar,data\Guitar\D00041.obj,27250,50370,50370
Guitar,data\Guitar\D00076.obj,8888,15145,15145
Guitar,data\Guitar\D00097.obj,270,448,448
Guitar,data\Guitar\D00124.obj,1621,2867,2867
Guitar,data\Guitar\D00222.obj,1062,1995,1995
Guitar,data\Guitar\D00232.obj,6143,11543,11543
Guitar,data\Guitar\D00335.obj,32762,64993,64993
Guitar,data\Guitar\D00374.obj,1481,2555,2555
Guitar,data\Guitar\D00414.obj,799,1269,1269
Guitar,data\Guitar\D00416.obj,4694,8981,8981
Guitar,data\Guitar\D00461.obj,8636,16930,16930
Guitar,data\Guitar\D00464.obj,3016,5649,5649
Guitar,data\Guitar\D00494.obj,24669,47392,47392
Guitar,data\Guitar\D00534.obj,1864,3600,3600
Guitar,data\Guitar\D00549.obj,10265,20086,20086
Guitar,data\Guitar\D00645.obj,1033,1915,1915
Guitar,data\Guitar\D00655.obj,5530,10792,10792
Guitar,data\Guitar\D00844.obj,7614,13690,13690
Guitar,data\Guitar\D00849.obj,29451,57673,57673
Gun,data\Gun\D00103.obj,833,1652,1652
Gun,data\Gun\D00137.obj,5308,10332,10332
Gun,data\Gun\D00140.obj,4462,8734,8734
Gun,data\Gun\D00153.obj,364,704,704
Gun,data\Gun\D00161.obj,302,572,572
Gun,data\Gun\D00204.obj,4978,9145,9145
Gun,data\Gun\D00207.obj,16140,31846,31846
Gun,data\Gun\D00209.obj,3278,6482,6482
Gun,data\Gun\D00239.obj,2121,4228,4228
Gun,data\Gun\D00244.obj,293,558,558
Gun,data\Gun\D00282.obj,3835,7582,7582
Gun,data\Gun\D00368.obj,4651,9270,9270
Gun,data\Gun\D00425.obj,10850,21143,21143
Gun,data\Gun\D00477.obj,1995,3697,3697
Gun,data\Gun\D00606.obj,3338,6665,6665
Gun,data\Gun\D00802.obj,300,564,564
Gun,data\Gun\D00819.obj,17250,34072,34072
Gun,data\Gun\D00826.obj,11855,23562,23562
Gun,data\Gun\D00929.obj,735,1394,1394
Gun,data\Gun\D00972.obj,28389,56596,56596
Gun,data\Gun\m648.obj,1238,2428,2428
Gun,data\Gun\m649.obj,1094,1793,1793
Gun,data\Gun\m650.obj,1460,2446,2446
Gun,data\Gun\m651.obj,91,130,130
Gun,data\Gun\m652.obj,4950,8321,8321
Gun,data\Gun\m653.obj,2162,4300,4300
Gun,data\Gun\m654.obj,1064,2088,2088
Gun,data\Gun\m655.obj,364,703,703
Gun,data\Gun\m656.obj,15589,31038,31038
Gun,data\Gun\m657.obj,18283,36520,36520
Gun,data\Gun\m658.obj,293,558,558
Gun,data\Gun\m659.obj,1181,2289,2289
Gun,data\Gun\m660.obj,1085,1212,1212
Gun,data\Gun\m661.obj,370,668,668
Gun,data\Gun\m662.obj,460,827,827
Gun,data\Gun\m663.obj,502,922,922
Gun,data\Gun\m664.obj,4651,9270,9270
Gun,data\Gun\m665.obj,1847,3499,3499
Gun,data\Gun\m666.obj,13366,26767,26767
Gun,data\Gun\m667.obj,767,1496,1496
Gun,data\Gun\m668.obj,1414,2534,2534
Gun,data\Gun\m669.obj,1070,1815,1815
Gun,data\Gun\m670.obj,3285,6538,6538
Gun,data\Gun\m671.obj,1190,2298,2298
Gun,data\Gun\m672.obj,140,252,252
Gun,data\Gun\m674.obj,7722,15199,15199
Gun,data\Gun\m675.obj,438,640,640
Gun,data\Gun\m676.obj,485,910,910
Gun,data\Gun\m677.obj,3326,6612,6612
Gun,data\Gun\m678.obj,1253,2203,2203
Gun,data\Gun\m679.obj,2003,3698,3698
Gun,data\Gun\m680.obj,2823,5498,5498
Gun,data\Gun\m681.obj,630,1143,1143
Gun,data\Gun\m682.obj,550,922,922
Gun,data\Gun\m683.obj,502,926,926
Gun,data\Gun\m684.obj,27863,55622,55622
Gun,data\Gun\m685.obj,280,538,538
Gun,data\Gun\m686.obj,879,1381,1381
Hand,data\Hand\D01006.obj,7929,15853,15853
Hand,data\Hand\D01020.obj,8524,17044,17044
Hand,data\Hand\D01022.obj,799,1554,1554
Hand,data\Hand\D01024.obj,114,204,204
Hand,data\Hand\D01041.obj,1546,2878,2878
Hand,data\Hand\D01060.obj,1521,2828,2828
Hand,data\Hand\D01074.obj,421,837,837
Hand,data\Hand\D01093.obj,8471,16938,16938
Hand,data\Hand\D01097.obj,6191,12378,12378
Hand,data\Hand\D01106.obj,2248,4466,4466
Hand,data\Hand\D01117.obj,6038,12072,12072
Hand,data\Hand\D01118.obj,1557,3110,3110
Hand,data\Hand\D01153.obj,25001,49998,49998
Hand,data\Hand\D01162.obj,1198,2392,2392
Hand,data\Hand\D01170.obj,1547,3090,3090
Hand,data\Hand\D01172.obj,43386,86361,86361
Hand,data\Hand\D01193.obj,386,768,768
Hand,data\Hand\D01197.obj,7112,14220,14220
Hand,data\Hand\D01198.obj,1925,3846,3846
Hand,data\Hand\D01200.obj,7314,14624,14624
Hand,data\Hand\m323.obj,43386,86361,86361
Hand,data\Hand\m324.obj,25001,49998,49998
Hand,data\Hand\m325.obj,1546,2878,2878
Hand,data\Hand\m326.obj,1521,2828,2828
Hand,data\Hand\m327.obj,386,768,768
Hand,data\Hand\m328.obj,6038,12072,12072
Hand,data\Hand\m329.obj,6191,12378,12378
Hand,data\Hand\m330.obj,799,1554,1554
Hand,data\Hand\m331.obj,421,837,837
Hand,data\Hand\m332.obj,1198,2392,2392
Hand,data\Hand\m333.obj,1023,2042,2042
Hand,data\Hand\m334.obj,114,204,204
Hand,data\Hand\m335.obj,7929,15853,15853
Hand,data\Hand\m336.obj,1557,3110,3110
Hand,data\Hand\m337.obj,1925,3846,3846
Hand,data\Hand\m338.obj,1547,3090,3090
Hand,data\Hand\m339.obj,2248,4466,4466
Hat,data\Hat\m1627.obj,1009,1998,1998
Hat,data\Hat\m1628.obj,955,1500,1500
Hat,data\Hat\m1629.obj,2388,4274,4274
Hat,data\Hat\m1630.obj,562,1120,1120
Hat,data\Hat\m1631.obj,2049,3410,3410
Hat,data\Hat\m1632.obj,1264,2514,2514
Hat,data\Hat\m1633.obj,1400,2653,2653
Hat,data\Hat\m1634.obj,5814,11562,11562
Hat,data\Hat\m1635.obj,5071,10165,10165
Hat,data\Hat\m1636.obj,426,848,848
Hat,data\Hat\m1637.obj,1002,2000,2000
Hat,data\Hat\m1638.obj,8796,17614,17614
Hat,data\Hat\m1639.obj,2029,3996,3996
Hat,data\Hat\m1640.obj,1002,2000,2000
Hat,data\Hat\m1641.obj,1256,2500,2500
Helicopter,data\Helicopter\D00038.obj,13309,24839,24839
Helicopter,data\Helicopter\D00191.obj,4498,8375,8375
Helicopter,data\Helicopter\D00361.obj,26850,51223,51223
Helicopter,data\Helicopter\D00397.obj,5207,7969,7969
Helicopter,data\Helicopter\D00423.obj,1362,2668,2668
Helicopter,data\Helicopter\D00470.obj,496,920,920
Helicopter,data\Helicopter\D00471.obj,10985,20369,20369
Helicopter,data\Helicopter\D00473.obj,4496,7909,7909
Helicopter,data\Helicopter\D00498.obj,1464,2618,2618
Helicopter,data\Helicopter\D00500.obj,8944,16642,16642
Helicopter,data\Helicopter\D00502.obj,2740,5116,5116
Helicopter,data\Helicopter\D00644.obj,35044,70097,70097
Helicopter,data\Helicopter\D00658.obj,2770,4613,4613
Helicopter,data\Helicopter\D00751.obj,17617,34033,34033
Helicopter,data\Helicopter\D00796.obj,222,368,368
Helicopter,data\Helicopter\D00820.obj,2688,3965,3965
Helicopter,data\Helicopter\D00868.obj,748,1325,1325
Helicopter,data\Helicopter\D00977.obj,5429,8458,8458
Helicopter,data\Helicopter\D00986.obj,1176,2060,2060
Helicopter,data\Helicopter\D00991.obj,1976,3360,3360
Helicopter,data\Helicopter\m1302.obj,1058,1847,1847
Helicopter,data\Helicopter\m1304.obj,1066,2088,2088
Helicopter,data\Helicopter\m1305.obj,7105,14164,14164
Helicopter,data\Helicopter\m1306.obj,8547,16924,16924
Helicopter,data\Helicopter\m1307.obj,17518,34684,34684
Helicopter,data\Helicopter\m1308.obj,58357,116645,116645
Helicopter,data\Helicopter\m1309.obj,2046,3396,3396
Helicopter,data\Helicopter\m1310.obj,1362,2666,2666
Helicopter,data\Helicopter\m1311.obj,1006,2008,2008
Helicopter,data\Helicopter\m1312.obj,222,368,368
Helicopter,data\Helicopter\m1313.obj,1610,2952,2952
Helicopter,data\Helicopter\m1314.obj,1644,2964,2964
Helicopter,data\Helicopter\m1315.obj,510,844,844
Helicopter,data\Helicopter\m1316.obj,396,654,654
Helicopter,data\Helicopter\m1317.obj,1176,2060,2060
Helicopter,data\Helicopter\m1318.obj,1162,2056,2056
Helicopter,data\Helicopter\m1319.obj,598,1004,1004
Helicopter,data\Helicopter\m1320.obj,7627,14163,14163
Helicopter,data\Helicopter\m1321.obj,2727,5104,5104
Helicopter,data\Helicopter\m1322.obj,675,1270,1270
Helicopter,data\Helicopter\m1323.obj,5729,10160,10160
Helicopter,data\Helicopter\m1325.obj,1545,2342,2342
Helicopter,data\Helicopter\m1326.obj,1545,2297,2297
Helicopter,data\Helicopter\m1327.obj,7414,14163,14163
Helicopter,data\Helicopter\m1328.obj,3218,6448,6448
Helicopter,data\Helicopter\m1329.obj,665,1242,1242
Helicopter,data\Helicopter\m1330.obj,294,568,568
Helicopter,data\Helicopter\m1332.obj,496,920,920
Helicopter,data\Helicopter\m1333.obj,439,854,854
Helicopter,data\Helicopter\m1334.obj,267,502,502
Helicopter,data\Helicopter\m1336.obj,1191,2319,2319
House,data\House\D00001.obj,46252,84001,84001
House,data\House\D00044.obj,10194,19059,19059
House,data\House\D00091.obj,495,768,768
House,data\House\D00095.obj,1681,3304,3304
House,data\House\D00286.obj,28394,51611,51611
House,data\House\D00325.obj,8465,16494,16494
House,data\House\D00359.obj,34797,60834,60834
House,data\House\D00389.obj,27486,43216,43216
House,data\House\D00415.obj,25131,46609,46609
House,data\House\D00454.obj,5500,10204,10204
House,data\House\D00568.obj,2852,5384,5384
House,data\House\D00574.obj,15615,15084,15084
House,data\House\D00665.obj,1216,1803,1803
House,data\House\D00873.obj,6349,11067,11067
House,data\House\D00889.obj,1034,2048,2048
House,data\House\D00901.obj,17182,29427,29427
House,data\House\D00903.obj,28000,45556,45556
House,data\House\D00941.obj,8511,15796,15796
House,data\House\D00946.obj,7306,14246,14246
House,data\House\D00965.obj,1718,2744,2744
House,data\House\m423.obj,35,48,48
House,data\House\m429.obj,14312,27960,27960
House,data\House\m430.obj,1686,2755,2755
House,data\House\m431.obj,966,1207,1207
House,data\House\m432.obj,722,1207,1207
House,data\House\m433.obj,2380,4096,4096
House,data\House\m434.obj,22,26,26
House,data\House\m435.obj,119,174,174
House,data\House\m436.obj,220,240,240
House,data\House\m439.obj,356,532,532
House,data\House\m440.obj,411,906,906
House,data\House\m441.obj,2086,2216,2216
House,data\House\m443.obj,284,417,417
House,data\House\m446.obj,20397,34927,34927
House,data\House\m447.obj,1431,2370,2370
House,data\House\m448.obj,761,1395,1395
House,data\House\m449.obj,221,328,328
House,data\House\m451.obj,905,1559,1559
House,data\House\m452.obj,2553,5092,5092
House,data\House\m453.obj,2384,5112,5112
House,data\House\m454.obj,200,216,216
House,data\House\m456.obj,607,664,664
House,data\House\m457.obj,284,417,417
House,data\House\m460.obj,4748,7480,7480
House,data\House\m461.obj,813,1580,1580
House,data\House\m462.obj,25,22,22
HumanHead,data\HumanHead\D00013.obj,5243,10203,10203
HumanHead,data\HumanHead\D00061.obj,2093,3281,3281
HumanHead,data\HumanHead\D00072.obj,5284,10387,10387
HumanHead,data\HumanHead\D00106.obj,5276,10432,10432
HumanHead,data\HumanHead\D00131.obj,5161,10222,10222
HumanHead,data\HumanHead\D00205.obj,1166,2272,2272
HumanHead,data\HumanHead\D00313.obj,6146,12288,12288
HumanHead,data\HumanHead\D00434.obj,4296,8277,8277
HumanHead,data\HumanHead\D00487.obj,3224,6364,6364
HumanHead,data\HumanHead\D00488.obj,6211,12349,12349
HumanHead,data\HumanHead\D00566.obj,1919,3700,3700
HumanHead,data\HumanHead\D00578.obj,7968,15823,15823
HumanHead,data\HumanHead\D00591.obj,5167,10112,10112
HumanHead,data\HumanHead\D00610.obj,4438,8760,8760
HumanHead,data\HumanHead\D00629.obj,3490,6368,6368
HumanHead,data\HumanHead\D00653.obj,2885,5678,5678
